date	dosen_kumulativ	dosen_biontech_kumulativ	dosen_biontech_erst_kumulativ	dosen_biontech_zweit_kumulativ	dosen_biontech_dritt_kumulativ	dosen_biontech_viert_kumulativ	dosen_biontech_fuenft_kumulativ	dosen_biontech_sechst_kumulativ	dosen_moderna_kumulativ	dosen_moderna_erst_kumulativ	dosen_moderna_zweit_kumulativ	dosen_moderna_dritt_kumulativ	dosen_moderna_viert_kumulativ	dosen_moderna_fuenft_kumulativ	dosen_moderna_sechst_kumulativ	dosen_astra_kumulativ	dosen_astra_erst_kumulativ	dosen_astra_zweit_kumulativ	dosen_astra_dritt_kumulativ	dosen_astra_viert_kumulativ	dosen_astra_fuenft_kumulativ	dosen_astra_sechst_kumulativ	dosen_johnson_kumulativ	dosen_johnson_erst_kumulativ	dosen_johnson_zweit_kumulativ	dosen_johnson_dritt_kumulativ	dosen_johnson_viert_kumulativ	dosen_johnson_fuenft_kumulativ	dosen_johnson_sechst_kumulativ	dosen_novavax_kumulativ	dosen_novavax_erst_kumulativ	dosen_novavax_zweit_kumulativ	dosen_novavax_dritt_kumulativ	dosen_novavax_viert_kumulativ	dosen_novavax_fuenft_kumulativ	dosen_novavax_sechst_kumulativ	dosen_valneva_kumulativ	dosen_valneva_erst_kumulativ	dosen_valneva_zweit_kumulativ	dosen_valneva_dritt_kumulativ	dosen_valneva_viert_kumulativ	dosen_valneva_fuenft_kumulativ	dosen_valneva_sechst_kumulativ	dosen_biontech_bivalent_kumulativ	dosen_biontech_bivalent_erst_kumulativ	dosen_biontech_bivalent_zweit_kumulativ	dosen_biontech_bivalent_dritt_kumulativ	dosen_biontech_bivalent_viert_kumulativ	dosen_biontech_bivalent_fuenft_kumulativ	dosen_biontech_bivalent_sechst_kumulativ	dosen_moderna_bivalent_kumulativ	dosen_moderna_bivalent_erst_kumulativ	dosen_moderna_bivalent_zweit_kumulativ	dosen_moderna_bivalent_dritt_kumulativ	dosen_moderna_bivalent_viert_kumulativ	dosen_moderna_bivalent_fuenft_kumulativ	dosen_moderna_bivalent_sechst_kumulativ	dosen_erst_kumulativ	dosen_zweit_kumulativ	dosen_dritt_kumulativ	dosen_viert_kumulativ	dosen_fuenft_kumulativ	dosen_sechst_kumulativ	dosen_differenz_zum_vortag	dosen_erst_differenz_zum_vortag	dosen_zweit_differenz_zum_vortag	dosen_dritt_differenz_zum_vortag	dosen_viert_differenz_zum_vortag	dosen_fuenft_differenz_zum_vortag	dosen_sechst_differenz_zum_vortag	dosen_vollstaendig_differenz_zum_vortag	dosen_erst_unvollstaendig_differenz_zum_vortag	personen_erst_kumulativ	personen_voll_kumulativ	personen_auffrisch_kumulativ	personen_auffrisch2_kumulativ	personen_auffrisch3_kumulativ	personen_auffrisch4_kumulativ	impf_quote_erst	impf_quote_voll	dosen_dim_kumulativ	dosen_kbv_kumulativ	indikation_alter_dosen	indikation_beruf_dosen	indikation_medizinisch_dosen	indikation_pflegeheim_dosen	indikation_alter_erst	indikation_beruf_erst	indikation_medizinisch_erst	indikation_pflegeheim_erst	indikation_alter_voll	indikation_beruf_voll	indikation_medizinisch_voll	indikation_pflegeheim_voll
2022-04-26	180221951	132649377	46469618	51003531	32106791	3066026	3395	16	30919405	5139569	6363877	18599811	815007	1137	4	12798742	9276061	3514048	7975	655	3	0	3745861	3711018	10895	19714	4229	5	0	108566	58530	46442	2408	1108	76	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64654796	60938793	50736699	3887025	4616	22	116973	4999	8451	23360	80135	28	0	8451	4999	64654796	63232902	50736699	3887025	4616	22	0.77675	0.75967	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-04-27	180341785	132752015	46471762	51008679	32126753	3141372	3433	16	30935612	5139719	6364215	18602818	827698	1158	4	12798747	9276063	3514049	7977	655	3	0	3745944	3711036	10909	19739	4255	5	0	109467	58778	46985	2485	1139	77	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64657358	60944837	50759772	3975119	4676	23	119834	2562	6044	23073	88094	60	1	6044	2562	64657358	63238946	50759772	3975119	4676	23	0.77679	0.75974	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-04-28	180464340	132856817	46473918	51014121	32148061	3217250	3451	16	30952470	5139836	6364550	18605683	841230	1167	4	12798749	9276063	3514050	7977	656	3	0	3746041	3711048	10916	19753	4319	5	0	110263	59044	47450	2519	1169	78	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64659909	60951087	50783993	4064624	4704	23	122555	2551	6250	24221	89505	28	0	6250	2551	64659909	63245196	50783993	4064624	4704	23	0.77682	0.75982	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-04-29	180567749	132944681	46479939	51023315	32166679	3271244	3487	17	30965745	5140026	6365005	18608812	850720	1178	4	12799995	9277146	3514208	7980	658	3	0	3746117	3711055	10935	19764	4358	5	0	111211	59306	48034	2574	1214	80	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64667472	60961497	50805809	4128194	4753	24	103409	7563	10410	21816	63570	49	1	10410	7563	64667472	63255606	50805809	4128194	4753	24	0.77691	0.75994	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-04-30	180588987	132961046	46480839	51025661	32171642	3279378	3509	17	30969895	5140051	6365107	18610242	853309	1182	4	12800001	9277147	3514211	7980	660	3	0	3746140	3711063	10940	19766	4366	5	0	111905	59544	48402	2636	1239	81	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64668644	60964321	50812266	4138952	4780	24	21238	1172	2824	6457	10758	27	0	2824	1172	64668644	63258430	50812266	4138952	4780	24	0.77692	0.75998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-01	180593383	132964506	46480986	51025917	32172523	3281553	3510	17	30970719	5140097	6365154	18610443	853839	1182	4	12800001	9277147	3514211	7980	660	3	0	3746140	3711063	10940	19766	4366	5	0	112017	59609	48447	2637	1239	82	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64668902	60964669	50813349	4141657	4782	24	4396	258	348	1083	2705	2	0	348	258	64668902	63258778	50813349	4141657	4782	24	0.77692	0.75998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-02	180636364	133000527	46482080	51028157	32180544	3306213	3516	17	30977181	5140181	6365333	18611581	858898	1184	4	12800023	9277168	3514212	7980	660	3	0	3746193	3711074	10946	19786	4382	5	0	112440	59776	48669	2658	1252	82	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64670279	60967317	50822549	4171405	4790	24	42981	1377	2648	9200	29748	8	0	2648	1377	64670279	63261426	50822549	4171405	4790	24	0.77694	0.76001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-03	180728099	133079645	46484401	51033237	32197682	3360782	3526	17	30988658	5140292	6365706	18614190	867276	1190	4	12800396	9277478	3514274	7980	661	3	0	3746400	3711078	11116	19792	4409	5	0	113000	59985	48980	2680	1269	83	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64673234	60973313	50842324	4234397	4807	24	91735	2955	5996	19775	62992	17	0	5996	2955	64673234	63267422	50842324	4234397	4807	24	0.77698	0.76009	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-04	180876273	133206180	46486614	51038417	32221487	3456094	3551	17	31009576	5140422	6365982	18617236	884739	1193	4	12800401	9277481	3514274	7980	663	3	0	3746469	3711090	11124	19825	4425	5	0	113647	60195	49358	2719	1288	84	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64675802	60979155	50869247	4347209	4836	24	148174	2568	5842	26923	112812	29	0	5842	2568	64675802	63273264	50869247	4347209	4836	24	0.77701	0.76016	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-05	180981972	133297992	46489208	51043455	32240446	3521291	3575	17	31022359	5140525	6366362	18619351	894918	1199	4	12800697	9277550	3514499	7982	663	3	0	3746612	3711187	11158	19827	4435	5	0	114312	60421	49718	2760	1326	84	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64678891	60985192	50890366	4422633	4866	24	105699	3089	6037	21119	75424	30	0	6037	3089	64678891	63279301	50890366	4422633	4866	24	0.77704	0.76023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-06	181058775	133364822	46490847	51046986	32254039	3569331	3601	18	31031593	5140629	6366562	18621123	902071	1203	5	12800704	9277550	3514499	7982	670	3	0	3746690	3711192	11189	19845	4459	5	0	114966	60640	50062	2831	1345	85	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64680858	60989298	50905820	4477876	4897	26	76803	1967	4106	15454	55243	31	2	4106	1967	64680858	63283407	50905820	4477876	4897	26	0.77707	0.76028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-07	181074129	133377090	46491508	51048487	32258402	3575060	3615	18	31034384	5140693	6366678	18622125	903679	1204	5	12800707	9277550	3514499	7983	672	3	0	3746699	3711195	11191	19845	4463	5	0	115249	60756	50209	2844	1352	85	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64681702	60991064	50911199	4485226	4912	26	15354	844	1766	5379	7350	15	0	1766	844	64681702	63285173	50911199	4485226	4912	26	0.77708	0.7603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-08	181078483	133380870	46491690	51048900	32259367	3577279	3616	18	31034917	5140699	6366695	18622263	904049	1206	5	12800707	9277550	3514499	7983	672	3	0	3746700	3711195	11192	19845	4463	5	0	115289	60772	50232	2844	1353	85	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64681906	60991518	50912302	4487816	4915	26	4354	204	454	1103	2590	3	0	454	204	64681906	63285627	50912302	4487816	4915	26	0.77708	0.76031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-09	181114336	133411266	46492528	51050496	32266851	3597753	3620	18	31040054	5140772	6367051	18623334	907673	1219	5	12800707	9277550	3514499	7983	672	3	0	3746721	3711203	11194	19851	4468	5	0	115588	60894	50391	2858	1357	85	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64682947	60993631	50920877	4511923	4932	26	35853	1041	2113	8575	24107	17	0	2113	1041	64682947	63287740	50920877	4511923	4932	26	0.77709	0.76033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-10	181197047	133483050	46494344	51054290	32282114	3648647	3637	18	31050012	5140860	6367236	18625535	915154	1222	5	12801082	9277863	3514561	7983	672	3	0	3746888	3711207	11327	19864	4485	5	0	116015	61044	50598	2893	1392	85	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64685318	60998012	50938389	4570350	4952	26	82711	2371	4381	17512	58427	20	0	4381	2371	64685318	63292121	50938389	4570350	4952	26	0.77712	0.76038	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-11	181280524	133556433	46495839	51057274	32295961	3703676	3665	18	31059533	5140979	6367441	18627043	922834	1230	6	12801083	9277864	3514561	7983	672	3	0	3746974	3711210	11334	19884	4541	5	0	116501	61218	50861	2918	1415	86	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64687110	61001471	50953789	4633138	4989	27	83477	1792	3459	15400	62788	37	1	3459	1792	64687110	63295580	50953789	4633138	4989	27	0.77714	0.76042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-12	181366814	133632380	46497468	51060476	32311536	3759195	3686	19	31069237	5141064	6367597	18628672	930663	1235	6	12801083	9277864	3514561	7983	672	3	0	3747107	3711212	11443	19895	4552	5	0	117007	61397	51146	2951	1424	86	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64689005	61005223	50971037	4696506	5015	28	86290	1895	3752	17248	63368	26	1	3752	1895	64689005	63299332	50971037	4696506	5015	28	0.77717	0.76047	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-13	181426531	133684085	46498728	51063400	32322559	3795678	3701	19	31076816	5141117	6367769	18630026	936661	1237	6	12801086	9277864	3514561	7985	673	3	0	3747142	3711219	11451	19900	4567	5	0	117402	61540	51357	2982	1433	87	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64690468	61008538	50983452	4739012	5033	28	59717	1463	3315	12415	42506	18	0	3315	1463	64690468	63302647	50983452	4739012	5033	28	0.77718	0.76051	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-14	181438221	133693469	46499218	51064572	32325514	3800426	3720	19	31078805	5141159	6367842	18630533	938024	1241	6	12801086	9277864	3514561	7985	673	3	0	3747144	3711219	11452	19900	4568	5	0	117717	61664	51534	2991	1437	88	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64691124	61009961	50986923	4745128	5057	28	11690	656	1423	3471	6116	24	0	1423	656	64691124	63304070	50986923	4745128	5057	28	0.77719	0.76053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-15	181442372	133696691	46499405	51064970	32326462	3802112	3723	19	31079622	5141188	6367907	18630807	938473	1241	6	12801086	9277864	3514561	7985	673	3	0	3747144	3711219	11452	19900	4568	5	0	117829	61711	51595	2995	1437	88	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64691387	61010485	50988149	4747263	5060	28	4151	263	524	1226	2135	3	0	524	263	64691387	63304594	50988149	4747263	5060	28	0.77719	0.76053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-16	181473413	133723414	46500177	51066627	32332695	3820158	3738	19	31083606	5141257	6368056	18631680	941362	1245	6	12801106	9277867	3514568	7985	683	3	0	3747166	3711226	11457	19900	4578	5	0	118121	61826	51759	3004	1441	88	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64692353	61012467	50995264	4768222	5079	28	31041	966	1982	7115	20959	19	0	1982	966	64692353	63306576	50995264	4768222	5079	28	0.77721	0.76056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-17	181543070	133784343	46501937	51070167	32345519	3862950	3750	20	31091392	5141320	6368246	18633503	947065	1252	6	12801488	9278177	3514640	7985	683	3	0	3747344	3711228	11576	19912	4623	5	0	118503	61966	51985	3008	1453	88	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64694628	61016614	51009927	4816774	5098	29	69657	2275	4147	14663	48552	19	1	4147	2275	64694628	63310723	51009927	4816774	5098	29	0.77723	0.76061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-18	181611598	133845456	46503132	51072927	32357622	3907977	3777	21	31098381	5141363	6368416	18634788	952550	1258	6	12801489	9278177	3514640	7985	684	3	0	3747406	3711234	11585	19924	4658	5	0	118866	62072	52213	3028	1461	89	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64695978	61019781	51023347	4867330	5132	30	68528	1350	3167	13420	50556	34	1	3167	1350	64695978	63313890	51023347	4867330	5132	30	0.77725	0.76064	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-19	181686614	133911655	46504640	51076309	32370961	3955931	3793	21	31106777	5141422	6368575	18636021	959493	1260	6	12801489	9278177	3514640	7985	684	3	0	3747434	3711241	11593	19932	4663	5	0	119259	62206	52445	3045	1471	89	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64697686	61023562	51037944	4922242	5150	30	75016	1708	3781	14597	54912	18	0	3781	1708	64697686	63317671	51037944	4922242	5150	30	0.77727	0.76069	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-20	181742022	133959450	46505820	51078964	32381430	3989392	3823	21	31113889	5141481	6368812	18637248	965069	1273	6	12801497	9278182	3514642	7985	685	3	0	3747510	3711246	11602	19939	4718	5	0	119676	62350	52673	3061	1500	89	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64699079	61026693	51049663	4961364	5193	30	55408	1393	3131	11719	39122	43	0	3131	1393	64699079	63320802	51049663	4961364	5193	30	0.77729	0.76073	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-21	181753793	133968988	46506354	51080194	32384622	3993953	3844	21	31115720	5141520	6368892	18637844	966183	1275	6	12801511	9278182	3514642	7990	694	3	0	3747527	3711252	11612	19940	4718	5	0	120047	62473	52877	3101	1503	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64699781	61028217	51053497	4967051	5217	30	11771	702	1524	3834	5687	24	0	1524	702	64699781	63322326	51053497	4967051	5217	30	0.77729	0.76075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-22	181757381	133972023	46506477	51080523	32385514	3995641	3847	21	31116191	5141537	6368909	18637961	966503	1275	6	12801512	9278182	3514642	7990	695	3	0	3747527	3711252	11612	19940	4718	5	0	120128	62504	52925	3103	1503	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64699952	61028611	51054508	4969060	5220	30	3588	171	394	1011	2009	3	0	394	171	64699952	63322720	51054508	4969060	5220	30	0.7773	0.76075	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-23	181786354	133996962	46507214	51082145	32391677	4012053	3852	21	31119896	5141597	6369087	18638760	969169	1277	6	12801513	9278183	3514642	7990	695	3	0	3747582	3711261	11621	19952	4743	5	0	120401	62595	53085	3115	1513	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64700850	61030580	51061494	4988173	5227	30	28973	898	1969	6986	19113	7	0	1969	898	64700850	63324689	51061494	4988173	5227	30	0.77731	0.76077	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-24	181849619	134052591	46509048	51085863	32403932	4049857	3870	21	31126590	5141656	6369232	18640383	974029	1284	6	12801900	9278507	3514705	7990	695	3	0	3747716	3711268	11739	19959	4745	5	0	120822	62743	53335	3129	1522	90	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64703222	61034874	51075393	5030848	5252	30	63265	2372	4294	13899	42675	25	0	4294	2372	64703222	63328983	51075393	5030848	5252	30	0.77734	0.76083	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-25	181910777	134106569	46510680	51088874	32415401	4087677	3916	21	31133287	5141717	6369398	18641511	979356	1298	7	12801901	9278507	3514706	7990	695	3	0	3747767	3711273	11745	19967	4777	5	0	121253	62908	53554	3151	1545	91	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64705085	61038277	51088020	5074050	5313	32	61158	1863	3403	12627	43202	61	2	3403	1863	64705085	63332386	51088020	5074050	5313	32	0.77736	0.76087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-26	181913273	134108543	46510776	51089012	32415915	4088903	3916	21	31133714	5141763	6369455	18641566	979623	1300	7	12801901	9278507	3514706	7990	695	3	0	3747767	3711273	11745	19967	4777	5	0	121348	62947	53587	3153	1566	91	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64705266	61038505	51088591	5075564	5315	32	2496	181	228	571	1514	2	0	228	181	64705266	63332614	51088591	5075564	5315	32	0.77736	0.76087	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-27	181934228	134126149	46511528	51090547	32420874	4099232	3947	21	31136686	5141828	6369621	18642401	981516	1313	7	12801901	9278507	3514706	7990	695	3	0	3747831	3711280	11759	19973	4814	5	0	121661	63075	53729	3183	1579	91	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64706218	61040362	51094421	5087836	5359	32	20955	952	1857	5830	12272	44	0	1857	952	64706218	63334471	51094421	5087836	5359	32	0.77737	0.76089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-28	181942018	134132353	46512031	51091352	32423047	4101941	3961	21	31138019	5141883	6369697	18642815	982302	1315	7	12801901	9278507	3514706	7990	695	3	0	3747847	3711282	11773	19973	4814	5	0	121898	63163	53845	3210	1585	91	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64706866	61041373	51097035	5091337	5375	32	7790	648	1011	2614	3501	16	0	1011	648	64706866	63335482	51097035	5091337	5375	32	0.77738	0.7609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-29	181944641	134134428	46512142	51091603	32423666	4103034	3962	21	31138458	5141939	6369747	18642944	982505	1316	7	12801901	9278507	3514706	7990	695	3	0	3747847	3711282	11773	19973	4814	5	0	122007	63226	53888	3212	1586	91	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64707096	61041717	51097785	5092634	5377	32	2623	230	344	750	1297	2	0	344	230	64707096	63335826	51097785	5092634	5377	32	0.77738	0.76091	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-30	181969723	134156193	46512864	51093093	32429354	4116885	3975	22	31141456	5142004	6369881	18643648	984600	1316	7	12801901	9278507	3514706	7990	695	3	0	3747864	3711283	11779	19979	4818	5	0	122309	63323	54063	3238	1590	91	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64707981	61043522	51104209	5108588	5390	33	25082	885	1805	6424	15954	13	1	1805	885	64707981	63337631	51104209	5108588	5390	33	0.77739	0.76093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-05-31	182018581	134199152	46514144	51095764	32439190	4146032	4000	22	31146881	5142081	6370021	18644605	988843	1324	7	12801906	9278512	3514706	7990	695	3	0	3747904	3711292	11779	19994	4834	5	0	122738	63473	54254	3299	1615	93	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64709502	61046524	51115078	5142019	5425	33	48858	1521	3002	10869	33431	35	0	3002	1521	64709502	63340633	51115078	5142019	5425	33	0.77741	0.76097	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-01	182068458	134243724	46515268	51098102	32448646	4177658	4028	22	31151823	5142140	6370115	18645471	992761	1329	7	12801912	9278514	3514710	7990	695	3	0	3747950	3711309	11782	20000	4854	5	0	123049	63581	54433	3307	1630	94	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64710812	61049142	51125414	5177598	5459	33	49877	1310	2618	10336	35579	34	0	2618	1310	64710812	63343251	51125414	5177598	5459	33	0.77743	0.761	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-02	182125382	134294285	46516588	51101068	32459562	4212994	4051	22	31157814	5142186	6370260	18646497	997526	1337	8	12801918	9278519	3514711	7990	695	3	0	3747974	3711309	11785	20006	4869	5	0	123391	63682	54637	3335	1638	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64712284	61052461	51137390	5217722	5491	34	56924	1472	3319	11976	40124	32	1	3319	1472	64712284	63346570	51137390	5217722	5491	34	0.77744	0.76104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-03	182168379	134332014	46517914	51103542	32469142	4237304	4090	22	31162659	5142235	6370359	18647442	1001261	1353	9	12801924	9278520	3514716	7990	695	3	0	3747996	3711315	11795	20010	4871	5	0	123786	63835	54830	3363	1659	95	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64713819	61055242	51147947	5245790	5546	35	42997	1535	2781	10557	28068	55	1	2781	1535	64713819	63349351	51147947	5245790	5546	35	0.77746	0.76107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-04	182176159	134338320	46518342	51104226	32471172	4240455	4103	22	31163930	5142244	6370396	18647792	1002135	1354	9	12801926	9278520	3514718	7990	695	3	0	3748004	3711317	11795	20010	4877	5	0	123979	63910	54929	3378	1660	98	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64714333	61056064	51150342	5249822	5563	35	7780	514	822	2395	4032	17	0	822	514	64714333	63350173	51150342	5249822	5563	35	0.77747	0.76108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-05	182177776	134339734	46518390	51104348	32471640	4241228	4106	22	31164103	5142245	6370404	18647853	1002238	1354	9	12801926	9278520	3514718	7990	695	3	0	3748016	3711319	11805	20010	4877	5	0	123997	63916	54931	3388	1660	98	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64714390	61056206	51150881	5250698	5566	35	1617	57	142	539	876	3	0	142	57	64714390	63350315	51150881	5250698	5566	35	0.77747	0.76108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-06	182179587	134341316	46518444	51104473	32471927	4242341	4109	22	31164314	5142245	6370412	18647922	1002370	1355	10	12801926	9278520	3514718	7990	695	3	0	3748016	3711319	11805	20010	4877	5	0	124015	63922	54940	3391	1660	98	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64714450	61056348	51151240	5251943	5570	36	1811	60	142	359	1245	4	1	142	60	64714450	63350457	51151240	5251943	5570	36	0.77747	0.76108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-07	182213174	134370594	46519420	51106238	32479445	4261336	4133	22	31168072	5142308	6370514	18648817	1005062	1361	10	12802130	9278520	3514922	7990	695	3	0	3748049	3711322	11829	20014	4879	5	0	124329	64041	55115	3409	1661	99	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64715611	61058618	51159675	5273633	5601	36	33587	1161	2270	8435	21690	31	0	2270	1161	64715611	63352727	51159675	5273633	5601	36	0.77748	0.76111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-08	182255816	134407792	46520446	51108173	32487900	4287085	4166	22	31173171	5142390	6370640	18649651	1009113	1367	10	12802130	9278520	3514922	7990	695	3	0	3748070	3711329	11834	20016	4886	5	0	124653	64157	55305	3425	1662	100	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64716842	61060874	51168982	5303441	5641	36	42642	1231	2256	9307	29808	40	0	2256	1231	64716842	63354983	51168982	5303441	5641	36	0.7775	0.76114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-09	182307867	134454117	46521776	51110834	32498403	4318891	4191	22	31178458	5142465	6370768	18650570	1013263	1382	10	12802130	9278520	3514922	7990	695	3	0	3748115	3711334	11840	20020	4916	5	0	125047	64283	55488	3455	1717	100	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64718378	61063852	51180438	5339482	5681	36	52051	1536	2978	11456	36041	40	0	2978	1536	64718378	63357961	51180438	5339482	5681	36	0.77752	0.76117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2022-06-10	182345795	134486832	46522913	51113035	32506148	4340501	4213	22	31183295	5142540	6370916	18651568	1016866	1395	10	12802133	9278523	3514922	7990	695	3	0	3748143	3711338	11851	20021	4928	5	0	125392	64390	55684	3486	1728	100	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64719704	61066408	51189213	5364718	5716	36	37928	1326	2556	8775	25236	35	0	2556	1326	64719704	63360517	51189213	5364718	5716	36	0.77753	0.76121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
